1672
qstr_Not_enough_energy! Not_enough_energy!
qstr_{s11}_asked_you_to_re {s11}_asked_you_to_rescue_her_{s17},_{s13},_from_{s14}.
qstr_{s11}_asked_you_to_d {s11}_asked_you_to_deliver_a_message_to_{s13},_who_is_imprisoned_at_{s14}.
qstr_You_agreed_to_challe You_agreed_to_challenge_{s13}_to_defend_{s11}'s_honour.
qstr_{s5}__Persuasion_str {s5}_(Persuasion_strength:_{reg5})
qstr_Persuasion_Attempt Persuasion_Attempt
qstr_Looking_for_a_wizard Looking_for_a_wizard.
qstr_Go_to_the__Happy_boa Go_to_the_'Happy_boar'_in_Zendar_and_talk_to_Marnid.
qstr_he he
qstr_she she
qstr_all_troops_hp_resump all_troops_hp_resumption
qstr_Suker_the_tavernkeep Suker,_the_tavernkeeper_of_Zendar_bar,_told_that_Dranton_owned_him_50_dinars_for_drinks._He_asks_you_to_help_get_the_money_back.
qstr_The_boss_in_the_tave The_boss_in_the_tavern_of_Praven_wants_you_to_ennihilate_the_mount_bandits,_and_agreed_to_pay_you_500_denars_each.
qstr_zhu_xian_27 zhu_xian_27
qstr_lords.. lords..
qstr_And_I_heard_{s59}_wa And_I_heard_{s59}_was_being_held_the_National_Tournament.
qstr_{!}DEBUG:_Gossip_for {!}DEBUG:_Gossip_for_troop_{reg3}
qstr_{!}DEBUG:_{s3} {!}DEBUG:_{s3}
qstr_A_villager_from_{s7} A_villager_from_{s7}_begged_you_to_save_their_village_from_the_bandits_that_took_refuge_there.
qstr_You_chose_well_{sir/ You_chose_well,_{sir/madam}._My_lads_know_how_to_keep_their_word_and_earn_their_pay.
qstr_Well_done_{sir/madam Well_done,_{sir/madam}._Keep_the_money_and_wine_coming_our_way,_and_there's_no_foe_in_Calradia_you_need_fear.
qstr_We_are_at_your_servi We_are_at_your_service,_{sir/madam}._Point_us_in_the_direction_of_those_who_need_hurting,_and_we'll_do_the_rest.
qstr_zhu_xian_322 zhu_xian_322
qstr_The_Guildmaster_of_{ The_Guildmaster_of_{s13}_has_asked_you_to_deal_with_looters_in_the_surrounding_countryside.
qstr_{s9}_of_{s3}_asked_y {s9}_of_{s3}_asked_you_to_deliver_{reg5}_units_of_{s6}_to_the_tavern_in_{s4}_in_7_days.
qstr_Escort_the_merchant_ Escort_the_merchant_caravan_to_the_town_of_{s8}.
qstr_Merchant_{s9}_of_{s4 Merchant_{s9}_of_{s4}_asked_you_to_hunt_down_the_troublesome_bandits_in_the_vicinity_of_the_town.
qstr_Guildmaster_of_{s4}_ Guildmaster_of_{s4}_gave_you_{reg12}_denars_to_pay_the_ransom_of_a_girl_kidnapped_by_bandits._You_are_to_meet_the_bandits_near_{s3}_and_pay_them_the_ransom_fee._After_that_you_are_to_bring_the_girl_back_to_{s4}.
qstr_Guildmaster_of_{s4}_p Guildmaster_of_{s4}_promised_you_{reg12}_denars_if_you_can_make_sure_that_{s12}_and_{s13}_no_longer_pose_a_threat_to_a_peace_settlement_between_{s15}_and_{s14}._In_order_to_do_that,_you_must_either_convince_them_or_make_sure_they_fall_captive_and_remain_so_until_a_peace_agreement_is_made.
qstr_The_Guildmaster_of_{s The_Guildmaster_of_{s14}_has_asked_you_to_deal_with_a_group_of_bandits_terrorising_the_streets_of_{s14}._They_only_come_out_at_night,_and_only_attack_lone_travellers_on_the_streets.
qstr_Guildmaster_of_{s10} Guildmaster_of_{s10}_asked_you_to_move_a_cattle_herd_to_{s13}._You_will_earn_{reg8}_denars_in_return.
qstr_He_is_not_commanding He_is_not_commanding_any_men_at_the_moment.
qstr_He_currently_command He_currently_commands_{reg0}_men{reg1?,_of_which_around_{reg1}_are_wounded:}.
qstr_The_elder_of_the_vil The_elder_of_the_village_of_{s3}_asked_you_to_bring_them_{reg5}_packs_of_grain.
qstr_The_elder_of_the_vill The_elder_of_the_village_of_{s13}_asked_you_to_train_{reg5}_peasants_to_fight_against_local_bandits.
qstr_The_elder_of_the_villa The_elder_of_the_village_of_{s3}_asked_you_to_bring_them_{reg5}_heads_of_cattle.
qstr_Kelavis_the_merchant Kelavis,_the_merchant_of_Zendar_ask_you_to_destroy_the_bandit_lair_near_Zendar.
qstr_You_become_a_champio You_become_a_champion_in_the_National_Tournament!_Now_go_to_{s59}_and_get_your_pirze.
qstr_Now_it_is_the_first_ Now_it_is_the_first_round_gruop-championship,_are_yopu_ready?
qstr_Now_it_is_the_second Now_it_is_the_second_round_gruop-championship,_are_yopu_ready?
qstr_Now_it_is_the_third_ Now_it_is_the_third_round_gruop-championship,_are_yopu_ready?
qstr_zhu_xian_28 zhu_xian_28
qstr_zhu_xian_29 zhu_xian_29
qstr_{s16}_and_{s15} {s16}_and_{s15}
qstr_{!}{s16}_{s15} {!}{s16},_{s15}
qstr_South South
qstr_I_can_smell_a_fat_pu I_can_smell_a_fat_purse_a_mile_away._Methinks_yours_could_do_with_some_lightening,_eh?
qstr_Why_it_be_another_tr Why,_it_be_another_traveller,_chance_met_upon_the_road!_I_should_warn_you,_country_here's_a_mite_dangerous_for_a_good_{fellow/woman}_like_you._But_for_a_small_donation_my_boys_and_I'll_make_sure_you_get_rightways_to_your_destination,_eh?
qstr_Well_well_look_at_th Well_well,_look_at_this!_You'd_best_start_coughing_up_some_silver,_friend,_or_me_and_my_boys'll_have_to_break_you.
qstr_There_s_a_toll_for_p There's_a_toll_for_passin'_through_this_land,_payable_to_us,_so_if_you_don't_mind_we'll_just_be_collectin'_our_due_from_your_purse...
qstr_Another_fool_come_to Another_fool_come_to_throw_{him/her}self_on_my_weapon,_eh?_Fine,_let's_fight!
qstr_We_re_not_afraid_of_ We're_not_afraid_of_you,_{sirrah/wench}._Time_to_bust_some_heads!
qstr_That_was_a_mistake._ That_was_a_mistake._Now_I'm_going_to_have_to_make_your_death_long_and_painful.
qstr_Brave_words._Let_s_s Brave_words._Let's_see_you_back_them_up_with_deeds,_cur!
qstr_xie_xie xie_xie
qstr_hao_yun_zhu_ni hao_yun_zhu_ni
qstr_suan_le suan_le
qstr_shide shide
qstr_hao_de hao_de
qstr_xun_ma_chang_de_zhu_ xun_ma_chang_de_zhu_ren
qstr_Fat_Robin_the_weapon Fat_Robin,_the_weaponsmith_of_Zendar_ask_you_to_help_him_recover_the_lost_fire_spar.
qstr_haicha haicha
qstr_alix_nomad_armor_col alix_nomad_armor_collected
qstr_imod_plain imod_plain
qstr_imod_cracked imod_cracked
qstr_imod_rusty imod_rusty
qstr_imod_bent imod_bent
qstr_imod_crude imod_crude
qstr_imod_chipped imod_chipped
qstr_imod_battered imod_battered
qstr_you_lost_the_{s2}{s1 you_lost_the_{s2}{s1}
qstr_you_lost_the_{s3}{s1 you_lost_the_{s3}{s1}
qstr_imod_tattered imod_tattered
qstr_imod_ragged imod_ragged
qstr_imod_rough imod_rough
qstr_A_{s5}?_Well..._Yes_ A_{s5}?_Well..._Yes,_I_suppose_it_is._What_a_strange_thing_to_ask.
qstr_Eh?_No_it_most_certa Eh?_No,_it_most_certainly_is_not_a_{s5}._I'd_start_questioning_my_eyesight_if_I_were_you.
qstr_This_is_the_{reg4?to This_is_the_{reg4?town:village}_of_{s5},_{sir/madam}.
qstr_{s6}_Our_{reg4?town: {s6}_Our_{reg4?town:village}_and_the_surrounding_lands_belong_to_you_of_course,_my_{lord/lady}.
qstr_{s6}_Our_{reg4?town:v {s6}_Our_{reg4?town:village}_and_the_surrounding_lands_belong_to_{s7}_of_{s8}.
qstr_{s3}_and_{s5} {s3}_and_{s5}
qstr_{!}{s3}_{s5} {!}{s3},_{s5}
qstr_{reg20?We_mostly_pro {reg20?We_mostly_produce_{s5}_here:We_don't_produce_much_here_these_days}._If_you_would_like_to_learn_more,_you_can_speak_with_our_{reg4?guildmaster:village_elder}._He_is_nearby,_right_over_there.
qstr_gu_yong_zui_gao_ji_d gu_yong_zui_gao_ji_de_zhan_shi
qstr_recruit_freedom_figh recruit_freedom_figh
qstr_chan_da_de_ling_zhu_ chan_da_de_ling_zhu_a_la_xi_si_bo_jue.
qstr_Good_luck_{playernam Good_luck_{playername},_I_have_great_hopes_for_you.
qstr_hope_12345 hope_12345
qstr_I_am_very_busy_if_yo I_am_very_busy,_if_you_have_something,_go_talk_to_Harik.
qstr_Constable_Hareck_ask Constable_Hareck_asked_you_to_hunt_down_the_river_pirates_that_plague_the_country_around_Zendar._He_promised_to_pay_you_100_denars_for_each_river_pirate_party_you_eliminate.
qstr_Do_very_well_{player Do_very_well_{playername}.
qstr_room room
qstr_Five_{s1}_leave_your Five_{s1}_leave_your_team.
qstr_Five_{s1}_join_your_ Five_{s1}_join_your_team.
qstr_I_hearded_you_are_in I_hearded_you_are_invited_to_participate_{s59}'s_tournament?
qstr_Do_you_wish_to_join_ Do_you_wish_to_join_us?
qstr_mei_you_kong_jian mei_you_kong_jian
qstr_tai_bang_le tai_bang_le
qstr_kradus_join kradus_join
qstr_dranton_join dranton_join
qstr_Shoey_of_Zendar_ask_ Shoey_of_Zendar_ask_you_to_help_her_to_look_for_the_strange_portraits.
qstr_{reg5} {reg5}
qstr_Nothing. Nothing.
qstr_Doomsday_Storm_expla Doomsday_Storm_explanation
qstr_Bleach_Kiss_explanat Bleach_Kiss_explanation
qstr_Dark_Thunderbolt_exp Dark_Thunderbolt_explanation
qstr_Multishot_Arrow_expl Multishot_Arrow_explanation
qstr_Multiple_Shot_explan Multiple_Shot_explanation
qstr_Critical_Strike_expl Critical_Strike_explanation
qstr_Power_Draw Power_Draw
qstr_Power_Strike Power_Strike
qstr_....en.... ....en....
qstr_baoshi_ymira baoshi_ymira
qstr_baoshi_marnid baoshi_marnid
qstr_baoshi_rolf baoshi_rolf
qstr_baoshi_borcha baoshi_borcha
qstr_baoshi_mengmian baoshi_mengmian
qstr_baoshi_anyone baoshi_anyone
qstr_hao_jiao_ymira hao_jiao_ymira
qstr_hao_jiao_marnid hao_jiao_marnid
qstr_hao_jiao_rolf hao_jiao_rolf
qstr_hao_jiao_borcha hao_jiao_borcha
qstr_mi_bao_anyone mi_bao_anyone
qstr_bi_sai_ymira bi_sai_ymira
qstr_bi_sai_marnid bi_sai_marnid
qstr_bi_sai_rolf bi_sai_rolf
qstr_bi_sai_borcha bi_sai_borcha
qstr_mi_bao_ymira mi_bao_ymira
qstr_mi_bao_marnid mi_bao_marnid
qstr_mi_bao_rolf mi_bao_rolf
qstr_mi_bao_borcha2 mi_bao_borcha2
qstr_mi_bao_borcha mi_bao_borcha
qstr_{!}DEBUG____Total_pro {!}DEBUG_--_Total_production_for_{s4}:_{reg4}
qstr_{!}DEBUG____Total_ru {!}DEBUG_--_Total_rural_production_for_{s4}_region:_{reg4}
qstr_{!}DEBUG____Total_tr {!}DEBUG_--_Total_trade_for_{s4}:_{reg4}
qstr_{!}DEBUG____Total_at {!}DEBUG_--_Total_attacks_for_{s4}:_{reg4}
